0,1000,10th_gen_core_i3,10th_gen_core_i5,11.6,11th_gen_core_i3,11th_gen_core_i5,11th_gen_core_i7,1200_x_1920,128,12th_gen_core_i3,12th_gen_core_i5,12th_gen_core_i7,12th_gen_core_i9,13.3,13.4,1366_x_768,13th_gen_core_i7,14.0,14.1,14.5,15.6,16,16.0,16.1,17.3,1920_x_1080,1920_x_1200,2000,256,2560_x_1440,2560_x_1600,2560_x_1920,2880_x_1800,32,3840_x_2160,3840_x_2400,4,512,5600h,6900hx,8,8lx79pa,_laptop_,acer,amd_athlon_silver_3050u,amd_radeon,amd_radeon_amd,amd_radeon_graphics,amd_radeon_radeon,amd_radeon_radeon_graphics,amd_radeon_rx_5500m,amd_radeon_rx_6600m,amd_radeon_rx_6650m,amd_radeon_rx_6700m,amd_radeon_vega_6,amd_radeon_vega_7,amd_ryzen_3_3250u,amd_ryzen_3_5300u,amd_ryzen_3__3250u,amd_ryzen_5_4600h,amd_ryzen_5_5600h,amd_ryzen_7_4800h,amd_ryzen_7_5800h,amd_ryzen_7_6800h,asus,athlon_gold_3150u,celeron_n4020,celeron_n4500,dell,geforce_rtx_3060,hp,integrated_uhd_graphics_620,intel_integrated_intel_iris_xe_graphics,intel_integrated_iris_xe,intel_integrated_uhd,intel_integrated_uhd_600,intel_integrated_uhd_graphics,intel_iris_xe,intel_iris_xe_graphics,intel_iris_xe_integrated_graphics,intel_irix_xe_graphics,intel_pentium_n5030,intel_uhd_graphics,lenovo,msi,nvidia_geforce_gtx_1650,nvidia_geforce_gtx_1650_max_q,nvidia_geforce_rtx_3050,nvidia_geforce_rtx_3050_ti,nvidia_geforce_rtx_3060,nvidia_geforce_rtx_3070,nvidia_geforce_rtx_3070_ti,nvidia_geforce_rtx_3070ti,nvidia_geforce_rtx_3080_ti,nvidia_geforce_rtx_a5500,nvidia_gtx1650_maxq,nvidia_quadro_t600,pentium_n6000,pentium_silver_n6000,qualcomm_adreno_618,ryzen_5,ryzen_5_5500u,ryzen_5_5600h,ryzen_7_5800h_,ryzen_7_6800h,ryzen_9,snapdragon_7c,uhd_graphics_600
0.0,0.0,0.0,0.0,0.0,0.538385572518351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25085562698065694,0.0,0.0,0.0,0.0,0.22224958226595756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26738657194992177,0.0,0.0,0.2819923533592264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5199055483025241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42011963478381076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23894562619901716,0.0,0.0,0.0,0.0,0.21169772528604308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2546917230471738,0.0,0.0,0.2686040583094056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6164149997791664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36859332078008283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49522172693008437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43465488693340243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3721190215660885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1537529664515778,0.43465488693340243,0.0,0.16215160144153715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43465488693340243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23642088381872364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43465488693340243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5016305706736472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2499864921387228,0.0,0.0,0.0,0.0,0.22147955825701818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2664601626493047,0.0,0.0,0.2810153396784354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38562476640953436,0.0,0.0,0.5815008423949145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.48696478394612397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24267782956350392,0.0,0.0,0.0,0.0,0.2150043309566934,0.0,0.0,0.40642389550308405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727995105806357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40642389550308405,0.0,0.5029568264370993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3831810491155556,0.0,0.0,0.0,0.0,0.20246311719267862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21580508081096356,0.0,0.0,0.22759326379396164,0.0,0.0,0.0,0.6100742975198744,0.0,0.0,0.49404299744405145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31231604398307855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6264044204661815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22698597844500487,0.0,0.0,0.0,0.0,0.20110188277148716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24194395552382256,0.0,0.0,0.2551599540009088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4554770336914802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4295929380179625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6548029002957835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23727654556085578,0.0,0.0,0.0,0.0,0.21021897641736348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25291265292816717,0.0,0.0,0.2667278078829492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3660186263407829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.449068832482697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48217397465272327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23265005561141278,0.0,0.0,0.0,0.0,0.20612006314602335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2479812854215586,0.0,0.0,0.26152706830082756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3588818843080975,0.0,0.0,0.0,0.0,0.0,0.0,0.6420353550252477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22224331595629343,0.0,0.0,0.0,0.0,0.19690004456824917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23688875991176714,0.0,0.0,0.249828622300371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6696772070909623,0.0,0.0,0.0,0.0,0.36425606137946936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4606057054791016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
